"Date","P/E","P/B","Div Yield %"
"24 Nov 2010","23.41","3.7","1.06"
"23 Nov 2010","23.69","3.74","1.05"
"22 Nov 2010","23.98","3.79","1.04"
"19 Nov 2010","23.47","3.71","1.06"
"18 Nov 2010","23.9","3.78","1.04"
"16 Nov 2010","23.86","3.77","1.04"
"15 Nov 2010","24.39","3.86","1.02"
"12 Nov 2010","24.62","3.82","1.03"
"11 Nov 2010","25.11","3.89","1.01"
"10 Nov 2010","25.44","3.94","1"
"09 Nov 2010","25.55","3.96","0.99"
"08 Nov 2010","25.43","3.94","1"
"05 Nov 2010","25.59","3.97","0.99"
"04 Nov 2010","25.47","3.95","0.99"
"03 Nov 2010","25.3","3.87","1.01"
"02 Nov 2010","25.13","3.85","1.02"
"01 Nov 2010","25.12","3.85","1.02"
"29 Oct 2010","24.71","3.78","1.04"
"28 Oct 2010","24.59","3.76","1.04"
"27 Oct 2010","24.69","3.78","1.04"
"26 Oct 2010","24.98","3.82","1.03"
"25 Oct 2010","25.2","3.84","1.03"
"22 Oct 2010","25.03","3.82","1.03"
"21 Oct 2010","25.18","3.84","1.03"
"20 Oct 2010","24.69","3.76","1.05"
"19 Oct 2010","24.87","3.79","1.04"
"18 Oct 2010","25.07","3.82","1.03"
"15 Oct 2010","25.2","3.81","1.03"
"14 Oct 2010","25.68","3.89","1.02"
"13 Oct 2010","25.91","3.92","1.01"
"12 Oct 2010","25.32","3.83","1.03"
"11 Oct 2010","25.51","3.86","1.02"
"08 Oct 2010","25.37","3.84","1.03"
"07 Oct 2010","25.44","3.85","1.02"
"06 Oct 2010","25.72","3.89","1.01"
"05 Oct 2010","25.55","3.87","1.02"
"04 Oct 2010","25.61","3.88","1.02"
"01 Oct 2010","25.54","3.93","1.02"
